,objectID,title,department,artistDisplayName,artistNationality,artistGender,objectDate,timeperiod
728,436796.0,"Francis I (1494–1547), King of France",European Paintings,Joos van Cleve,Netherlandish,,,not modern
729,482607.0,"Presence, Ramapo Horizon",Modern and Contemporary Art,Richard Pousette-Dart,American,,1975,modern
730,237840.0,"Door panel from the ""Cabinet Turc"" of Comte d'Artois at Versailles",European Sculpture and Decorative Arts,Jean -Siméon Rousseau de la Rottière,,,1781,not modern
731,189712.0,"Door panel from the ""Cabinet Turc"" of Comte d'Artois at Versailles",European Sculpture and Decorative Arts,Jean -Siméon Rousseau de la Rottière,,,1781,not modern
732,489653.0,Alpha-Pi,Modern and Contemporary Art,Morris Louis,American,,1960,modern
733,45618.0,"Gakkō Bosatsu, from “Album of Buddhist Deities from the Diamond World and Womb World Mandalas” (“Kontai butsugajō”)",Asian Art,Takuma Tametō,Japanese,,mid-12th century,not modern
734,40512.0,Song of the Stone Drums,Asian Art,Xianyu Shu,,,dated 1301,not modern
735,309865.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
736,310044.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
737,310045.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
738,310048.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
739,310146.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
740,310149.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
741,310150.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
742,310147.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
743,310148.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
744,312028.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1970,modern
745,318763.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
746,310151.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Artists of Mariwai Village,Papua New Guinea,,1973,modern
747,13185.0,"Roses with a Glass Goblet and a Cast of Giovanni Bologna's ""Venus after the Bath""",The American Wing,Julian Alden Weir,American,,1884,modern
748,754089.0,Drawing of Moroccan doors,The American Wing,Louis Comfort Tiffany,American,,ca. 1875–80,modern
749,45072.0,Landscape,Asian Art,Sesson Shūkei,Japanese,,16th century,not modern
750,436165.0,Two Dancers,European Paintings,Edgar Degas,French,,1873,modern
751,17067.0,"Design for proscenium/stage for Hershey Community Theater, Hershey, PA",The American Wing,Louis Comfort Tiffany,American,,ca. 1915,modern
752,488291.0,Two Nudes,Modern and Contemporary Art,Georges Rouault,French,,1905,modern
753,435657.0,"The Twelve Apostles: Saints Bartholomew, Andrew, Matthew, James the Greater, Thaddeus, Philip, James the Lesser, Simon, Peter, Paul, Thomas, and John",European Paintings,Bergognone (Ambrogio di Stefano da Fossano),Italian,,,not modern
754,437278.0,Portrait of a Woman,European Paintings,Jean Petitot,Swiss,,,not modern
755,435899.0,The Annunciation,European Paintings,Petrus Christus,Netherlandish,,ca. 1450,not modern
756,435760.0,The Man of Sorrows,European Paintings,Aelbert Bouts,Netherlandish,,ca. 1525,not modern
757,200403.0,Box with portrait of a whippet,European Sculpture and Decorative Arts,Joseph Etienne Blerzy,French,,late 18th century,not modern
758,436922.0,Christ Presented to the People,European Paintings,Lucas van Leyden,Netherlandish,,,not modern
759,436430.0,Madonna and Child Enthroned with Saints,European Paintings,Taddeo Gaddi,Italian,,ca. 1340,not modern
760,436967.0,The Holy Family with Saint Mary Magdalen,European Paintings,Andrea Mantegna,Italian,,ca. 1495–1500,not modern
761,436103.0,Virgin and Child,European Paintings,Simon Bening,Netherlandish,,ca. 1520,not modern
762,436665.0,"Lady Lee (Margaret Wyatt, born about 1509)",European Paintings,Hans Holbein the Younger,German,,early 1540s,not modern
763,436667.0,Portrait of a Young Woman,European Paintings,Hans Holbein the Younger,German,,ca. 1540–45,not modern
764,483151.0,Mural from the Temple of Longing ↖Thither↗,Modern and Contemporary Art,Paul Klee,"German, born Switzerland",,1922,modern
765,435725.0,Christ's Descent into Hell,European Paintings,Hieronymus Bosch,Netherlandish,,,not modern
766,435678.0,The Temptation of Saint Anthony,European Paintings,Herri met de Bles,Netherlandish,,ca. 1550–60,not modern
767,436669.0,"Lady Rich (Elizabeth Jenks, died 1558)",European Paintings,Hans Holbein the Younger,German,,ca. 1540,not modern
768,436568.0,Saint John the Baptist Bearing Witness,European Paintings,Francesco Granacci,Italian,,ca. 1506–7,not modern
769,436771.0,Michelangelo Buonarroti (1475–1564),European Paintings,Daniele da Volterra,Italian,,probably ca. 1545,not modern
770,436522.0,A Benedictine Monk,European Paintings,Hugo van der Goes,Netherlandish,,,not modern
771,436643.0,The Calling of Saint Matthew,European Paintings,Jan Sanders van Hemessen,Netherlandish,,,not modern
772,193951.0,Souvenir,European Sculpture and Decorative Arts,Barthélemy Pillieux,,,1780–81,not modern
773,45752.0,Farewell at the Bridge of the Hanging Rainbow,Asian Art,Tang Yin,Chinese,,datable to 1508,not modern
774,437061.0,Salvator Mundi,European Paintings,Hans Memling,Netherlandish,,1480–85,not modern
775,40511.0,Nine Songs,Asian Art,Zhao Mengfu,Chinese,,14th century (?),not modern
